month,pct,quantity_of_plasters,rx_items,actual_cost,net_cost
2019-04-01,00R,815.0,18,1827.8057400000002,1966.86
2016-11-01,99C,3250.0,101,7268.96769,7843.35
2016-01-01,00V,1430.0,44,3194.87052,3451.0599999999995
2016-01-01,02G,5190.0,165,11596.307680000002,12525.189999999999
2015-10-01,97R,8500.0,305,18991.038700000005,20549.460000000003
2019-10-01,07G,580.0,19,1217.26562,1310.5500000000002
2020-05-01,B2M3M,3335.0,104,6918.9533,7442.109999999999
2020-05-01,36J,5260.0,157,11801.88303,12694.13
2020-05-01,99E,1405.0,30,3061.1264300000003,3292.99
2018-09-01,10Q,6620.0,195,14249.486369999999,15351.819999999998
2019-01-01,42D,4675.0,133,10454.38891,11260.6
2019-01-01,01K,2245.0,78,5020.78653,5407.08
2019-01-01,01Y,1070.0,42,2398.9580300000002,2582.28
2018-07-01,01J,10960.0,439,21835.2254,23483.49
2018-07-01,M1J4Y,9100.0,257,20163.93144,21706.14
2018-07-01,42D,3905.0,122,8754.606470000002,9424.060000000001
2019-12-01,03R,315.0,10,656.36675,705.9000000000001
2019-05-01,00V,915.0,29,2051.51138,2208.1900000000005
2017-12-01,03N,6260.0,194,13985.074569999997,15085.739999999998
2021-03-01,07H,1365.0,39,3066.50637,3294.17
2021-03-01,15C,3540.0,96,7302.025800000001,7844.5199999999995
2020-02-01,07K,4440.0,137,8901.96573,9560.42
2021-12-01,X2C4Y,1945.0,59,4372.4831699999995,4683.07
2022-01-01,07G,300.0,10,636.7954,680.56
2019-03-01,05V,785.0,36,1688.09877,1814.8400000000001
2017-02-01,26A,2725.0,81,6098.722659999999,6576.32
2016-12-01,02A,3265.0,97,7296.98837,7879.5199999999995
2016-12-01,03Q,2975.0,73,6647.69624,7179.66
2019-02-01,M1J4Y,6970.0,196,15218.961459999999,16384.71
2019-02-01,01G,870.0,28,1950.36832,2099.59
2015-12-01,06N,3935.0,120,8853.95201,9496.470000000001
2015-12-01,D9Y0V,18095.0,594,40349.65461,43669.14
2020-11-01,84H,8930.0,305,19737.928060000002,21208.92
2020-11-01,92G,2890.0,87,6236.40447,6703.039999999999
2021-08-01,W2U3Z,39775.0,1170,81535.91739999999,87342.03000000003
2017-11-01,91Q,20590.0,670,45894.91011000002,49529.47000000003
2015-09-01,99G,485.0,20,1083.18149,1170.46
2018-12-01,01D,1180.0,44,2645.72747,2847.7
2021-04-01,97R,5455.0,172,12226.291220000001,13121.3
2021-04-01,D2P2L,7455.0,205,15924.160750000005,17091.82
2020-01-01,15C,2695.0,89,5565.64102,5982.68
2020-07-01,05D,915.0,22,2021.6726100000003,2175.62
2020-07-01,36J,6010.0,172,13465.96956,14493.28
2021-06-01,15A,12315.0,363,25517.351020000002,27394.33
2021-06-01,15M,4385.0,127,8780.00288,9425.86
2021-05-01,01V,4645.0,134,10387.30999,11144.77
2021-05-01,07H,795.0,27,1788.3798299999999,1918.59
2015-06-01,42D,3375.0,102,8303.70914,8977.6
2015-06-01,04Y,575.0,19,1283.8863099999999,1387.67
2018-03-01,11X,3240.0,90,6986.75752,7531.4
2018-03-01,14Y,1645.0,52,3683.13541,3969.9300000000003
2021-11-01,06L,6670.0,191,13245.90561,14198.230000000001
2017-10-01,00T,1810.0,52,4040.8817000000004,4368.12
2017-10-01,01K,2755.0,104,6142.15445,6637.89
2021-02-01,X2C4Y,1420.0,44,3192.7268700000004,3426.9300000000003
2021-02-01,00X,1950.0,60,4334.57121,4651.68
2021-02-01,01W,905.0,25,1964.2622500000002,2108.04
2021-02-01,15A,10885.0,337,22528.31418,24178.560000000005
2017-06-01,15N,33980.0,1062,75898.42555999997,82005.06999999999
2018-01-01,12F,13375.0,454,27159.54682,29286.379999999997
2018-01-01,10Q,7000.0,202,14933.056720000002,16106.019999999999
2018-01-01,11X,3270.0,91,7272.95375,7844.52
2017-03-01,00T,2405.0,71,5374.86954,5804.0599999999995
2017-03-01,00X,3640.0,125,8136.85961,8784.49
2017-03-01,05Q,1270.0,41,2838.27711,3064.93
2017-03-01,93C,4660.0,155,10416.29251,11246.119999999999
2017-08-01,07H,2435.0,72,5445.38908,5876.450000000002
2016-03-01,02A,3390.0,102,7573.34083,8181.1900000000005
2016-03-01,X2C4Y,3995.0,140,8926.21703,9641.27
2021-09-01,02T,755.0,25,1699.32794,1822.0600000000002
2021-09-01,01Y,910.0,31,2038.1252800000002,2185.27
2017-04-01,02Q,930.0,26,2080.67889,2244.4
2016-10-01,11N,10830.0,343,24198.78316,26136.37
2018-10-01,01Y,885.0,36,1981.80068,2135.81
2017-01-01,00L,4425.0,166,9902.857629999999,10678.99
2017-01-01,04V,6525.0,199,14598.77232,15747.05
2017-09-01,14L,5035.0,158,11241.631290000003,12140.250000000002
2017-09-01,01H,2080.0,75,4649.67581,5019.72
2018-11-01,97R,5617.0,176,12690.244169999998,13671.550000000001
2018-11-01,10R,455.0,19,1019.76974,1098.08
2015-11-01,10Q,5325.0,160,11886.066050000001,12850.99
2019-08-01,01G,940.0,31,2106.95712,2268.5200000000004
2019-08-01,03F,2045.0,72,4584.33167,4935.2300000000005
2020-06-01,03F,1525.0,51,3419.91926,3680.33
2016-06-01,03H,315.0,13,705.13607,760.2
2016-06-01,05V,1005.0,34,2248.10287,2425.3999999999996
2016-06-01,91Q,20070.0,641,44897.37707,48435.55000000003
2015-08-01,93C,3805.0,130,9057.94941,9785.399999999998
2015-08-01,01G,895.0,27,1999.38952,2159.92
2020-12-01,02G,5305.0,168,11789.31733,12672.37
2020-12-01,05W,2735.0,84,6026.39506,6477.360000000001
2020-09-01,00Q,2995.0,105,6716.7935,7227.9
2015-05-01,42D,3700.0,118,9469.41775,10232.539999999999
2015-05-01,03N,4760.0,147,10899.36094,11775.140000000001
2020-04-01,78H,1695.0,53,3446.8672400000005,3706.88
2015-02-01,06N,3495.0,102,8278.46781,8939.490000000002
2015-02-01,36L,15430.0,528,36534.94292999998,39444.89999999999
2016-04-01,71E,12615.0,378,28180.621230000004,30444.219999999998
2019-09-01,02Y,2310.0,72,5167.1276,5563.93
2019-04-01,16C,15025.0,474,33660.553889999996,36215.06
2019-04-01,11J,1380.0,40,3055.04358,3286.95
2018-05-01,X2C4Y,3100.0,105,6944.70257,7481.35
2018-05-01,06Q,4330.0,134,8940.808130000001,9633.46
2016-11-01,99A,24010.0,782,53701.51413999999,57944.020000000004
2016-11-01,01X,14655.0,523,32779.78778,35367.39
2016-11-01,99E,1470.0,40,3286.5565399999996,3547.6
2016-01-01,00R,1490.0,49,3329.4217800000006,3595.85
2016-01-01,03R,1420.0,42,3172.7156999999997,3426.9300000000003
2019-10-01,06H,2475.0,75,5537.84067,5962.129999999999
2019-10-01,15F,7665.0,211,17182.667110000002,18498.22
2020-05-01,03K,975.0,27,2187.3790999999997,2353.0
2018-09-01,36L,14090.0,471,31413.30214,33833.68
2019-07-01,92A,6075.0,182,13582.58349,14606.699999999997
2019-07-01,D2P2L,7395.0,217,15993.17958,17200.030000000002
2019-07-01,10Q,8520.0,251,17723.067000000003,19059.309999999998
2019-01-01,X2C4Y,2970.0,92,6644.6309200000005,7156.73
2018-07-01,02E,3685.0,90,8251.14084,8882.28
2018-07-01,02T,2190.0,67,4910.22709,5285.18
2019-12-01,00Y,1050.0,29,2264.89327,2436.26
2019-12-01,02Y,2580.0,74,5778.67732,6215.540000000001
2019-12-01,05W,1890.0,64,4221.98681,4539.47
2017-12-01,72Q,50860.0,1630,110983.59430999997,119713.91999999995
2021-10-01,05W,2695.0,80,5963.68822,6397.129999999999
2021-03-01,99F,340.0,11,763.7575,820.53
2016-08-01,02H,1220.0,40,2728.71124,2944.2599999999998
2016-08-01,05D,1245.0,36,2784.81205,3004.6000000000004
2016-08-01,70F,11925.0,363,26670.912060000002,28778.949999999993
2021-12-01,01V,5130.0,152,11489.2129,12304.380000000001
2021-12-01,06T,3500.0,107,7121.56982,7626.75
2020-03-01,06T,3885.0,125,7969.58282,8575.75
2019-03-01,02P,1750.0,54,3884.79097,4179.88
2017-02-01,01W,1255.0,36,2809.21922,3028.7300000000005
2017-02-01,00P,2405.0,84,5384.06721,5804.079999999999
2017-02-01,01H,2035.0,69,4555.8496,4911.130000000001
2017-02-01,11M,4575.0,144,10240.932829999998,11040.970000000003
2016-12-01,00T,2060.0,63,4604.14286,4971.469999999999
2016-12-01,14L,6020.0,203,13456.319019999999,14528.24
2016-12-01,01H,2490.0,94,5586.51916,6009.24
2016-12-01,71E,13975.0,410,31226.17351,33726.31999999999
2019-02-01,02Q,1050.0,31,2333.30047,2512.2799999999997
2015-12-01,01T,4610.0,149,10280.35989,11125.42
2015-12-01,15A,3485.0,113,7770.13468,8410.449999999999
2020-08-01,01H,2215.0,80,4942.72534,5312.93
2020-11-01,02P,1725.0,46,3384.8058900000005,3638.100000000001
2021-08-01,02A,1540.0,42,3341.197,3578.9700000000003
2017-11-01,14L,5230.0,162,11695.92959,12621.71
2015-09-01,11M,4660.0,162,10403.69256,11246.070000000002
2018-12-01,01W,870.0,29,1827.31921,1967.46
2018-12-01,03W,6485.0,187,14519.678949999998,15639.6
2021-04-01,00L,1680.0,56,3777.97421,4054.3899999999994
2021-04-01,06N,5250.0,154,10335.547010000002,11091.630000000001
2020-01-01,06N,5630.0,173,11088.49656,11920.029999999999
2020-01-01,15F,6395.0,221,14360.56423,15433.45
2020-07-01,M1J4Y,6925.0,194,14769.84882,15896.039999999997
2018-06-01,93C,4306.0,140,9703.966599999998,10449.73
2021-06-01,13T,4085.0,141,9175.74212,9847.68
2015-06-01,06K,2130.0,66,4755.36754,5140.39
2015-06-01,92G,2240.0,75,5402.84817,5840.26
2015-06-01,70F,9260.0,287,21376.834929999997,23107.68
2018-03-01,06T,4665.0,145,10002.64443,10782.140000000001
2018-03-01,04C,8595.0,260,19203.03479,20699.21
2021-11-01,00R,550.0,17,1238.4576299999999,1327.33
2021-11-01,01K,2200.0,77,4933.890219999999,5287.620000000001
2021-11-01,15E,6845.0,218,15186.200000000006,16253.170000000002
2021-11-01,36L,16280.0,520,36189.07542000001,38780.40000000001
2017-10-01,05V,990.0,31,2200.16319,2378.33
2017-10-01,11J,1645.0,56,3673.2629699999998,3969.9300000000003
2021-02-01,99E,810.0,18,1699.56446,1824.4799999999998
2017-06-01,42D,4955.0,153,11066.4516,11958.03
2017-03-01,W2U3Z,46810.0,1425,104619.60740999998,112967.98
2017-03-01,02G,6285.0,209,14047.881409999998,15167.770000000002
2017-03-01,D2P2L,11420.0,359,25522.365020000005,27560.20000000001
2017-03-01,15M,7000.0,209,15642.329259999999,16893.329999999998
2018-02-01,00Q,2370.0,85,5312.42285,5719.58
2017-08-01,07G,725.0,22,1621.1612699999998,1749.6599999999999
2017-08-01,15N,33015.0,1054,73685.73156999997,79518.81000000003
2016-03-01,07G,435.0,14,971.90798,1049.8000000000002
2017-05-01,15F,7965.0,224,17808.02425,19222.219999999998
2017-05-01,99G,540.0,22,1207.99511,1303.19
2017-05-01,99C,3445.0,102,7703.128780000001,8313.92
2021-01-01,01K,2135.0,73,4767.18341,5119.889999999999
2018-10-01,02T,1615.0,52,3614.1874800000005,3897.52
2018-10-01,10R,415.0,15,929.1379099999999,1001.53
2017-01-01,02H,1370.0,43,3065.6245200000003,3306.2500000000005
2018-11-01,27D,7755.0,247,15869.31567,17097.239999999998
2018-11-01,01T,5875.0,189,13109.816719999999,14124.060000000001
2015-11-01,18C,2625.0,81,5858.75217,6334.99
2015-11-01,06T,4795.0,145,10702.74387,11571.91
2018-04-01,15M,5305.0,152,11070.87778,11926.689999999997
2019-08-01,93C,3385.0,106,7562.7926800000005,8141.96
2019-08-01,09D,2765.0,92,6177.89942,6651.15
2019-08-01,05W,2200.0,70,4918.772000000001,5294.83
2021-07-01,99A,19910.0,661,44041.213220000005,47204.23999999999
2020-06-01,15N,32640.0,984,65251.88438999999,70217.16
2016-06-01,11N,11750.0,370,26282.61159,28356.600000000002
2020-12-01,02Q,1095.0,34,2296.38216,2468.84
2020-12-01,02P,1890.0,52,3677.28488,3953.0299999999997
2020-12-01,15F,6455.0,161,14490.357460000001,15578.05
2018-08-01,04C,9635.0,294,20492.6242,21824.4
2016-07-01,01F,5495.0,193,12294.464479999999,13261.26
2016-02-01,02G,5260.0,171,11756.1374,12694.11
2017-07-01,26A,3660.0,109,8174.482890000001,8832.779999999999
2017-07-01,00R,1165.0,38,2602.92956,2811.5200000000004
2015-05-01,15F,7080.0,194,16728.87121,18076.86
2016-04-01,01V,4590.0,150,10256.049149999999,11077.2
2019-04-01,99G,705.0,25,1581.94799,1701.3899999999999
2016-11-01,01E,5140.0,174,11497.70898,12404.47
2016-01-01,06L,9015.0,256,20137.110800000002,21756.22
2015-10-01,01F,4475.0,141,9980.25056,10799.67
2015-07-01,14L,6390.0,207,14665.147829999998,15855.58
2015-07-01,X2C4Y,4260.0,171,9513.016469999999,10280.890000000001
2015-07-01,D4U1Y,3535.0,106,9685.496770000002,10474.54
2019-10-01,12F,13515.0,465,26011.95769,27995.249999999996
2020-05-01,03Q,2850.0,77,6182.22752,6649.929999999999
2020-05-01,26A,4730.0,135,10517.23668,11313.699999999999
2018-09-01,01F,6895.0,241,15445.39145,16636.3
2018-09-01,M1J4Y,8750.0,239,19375.089559999997,20874.12
2018-09-01,06H,2080.0,59,4659.1147,5019.74
2018-09-01,11N,11455.0,354,25529.77274,27503.540000000005
2019-07-01,01T,4845.0,159,10824.375530000001,11638.32
2019-07-01,00Y,1135.0,35,2516.85491,2706.55
2019-06-01,W2U3Z,38930.0,1120,86200.41210999999,92061.06000000001
2019-01-01,00R,685.0,20,1534.6968299999999,1653.13
2019-12-01,03N,4925.0,147,11011.9996,11842.220000000001
2019-05-01,00T,1705.0,49,3762.57967,4049.58
2019-05-01,03N,5410.0,169,12120.69633,13045.3
2017-12-01,01Y,1070.0,36,2393.89732,2582.25
2021-10-01,00R,720.0,20,1619.8388800000002,1737.6000000000001
2021-10-01,52R,7570.0,196,16250.937220000002,17434.51
2021-03-01,15M,4480.0,133,9054.09218,9727.529999999997
2019-11-01,02T,1130.0,37,2535.52802,2727.06
2016-08-01,04Y,670.0,23,1498.6288599999998,1616.92
2020-02-01,99C,2090.0,63,4696.41306,5043.860000000001
2020-02-01,03R,550.0,18,1104.39327,1186.15
2020-02-01,02E,3230.0,79,7209.859200000001,7744.380000000001
2021-12-01,01F,3915.0,118,8716.70487,9334.150000000001
2021-12-01,D2P2L,7370.0,206,15910.101920000001,17038.730000000003
2022-01-01,01E,3560.0,112,8001.04361,8548.02
2022-01-01,M1J4Y,5560.0,165,11799.898949999997,12609.059999999998
2016-12-01,04Y,675.0,22,1508.56167,1629.0
2016-12-01,10R,1045.0,33,2335.49625,2521.9300000000003
2015-12-01,06L,9880.0,293,22026.02964,23843.74
2015-12-01,02Y,4915.0,147,10957.50609,11861.529999999999
2015-12-01,15M,6495.0,191,14479.520820000002,15674.59
2020-08-01,01E,3330.0,105,7476.66139,8036.370000000001
2020-08-01,36J,5075.0,164,11381.447760000001,12236.82
2020-08-01,52R,6150.0,174,13334.151600000001,14336.98
2020-11-01,11N,10765.0,337,22033.45425,23679.03
2021-08-01,93C,2935.0,93,6572.73006,7039.669999999999
2015-09-01,00T,1415.0,45,3292.60437,3559.6700000000005
2015-09-01,01A,6065.0,208,14109.697919999999,15252.249999999996
2018-12-01,70F,7980.0,229,17840.05029,19214.940000000002
2018-12-01,16C,13815.0,455,30938.0978,33318.47
2018-12-01,06L,8725.0,244,17633.65551,18994.74
2021-04-01,84H,10720.0,371,23698.772920000003,25429.21
2020-01-01,04V,11105.0,343,21943.213450000003,23590.93
2020-07-01,70F,7505.0,214,16717.50153,17992.58
2021-06-01,01T,5020.0,147,11245.35864,12071.490000000002
2021-06-01,02T,1040.0,33,2337.82501,2509.86
2015-06-01,02M,1785.0,63,3985.6166599999997,4307.8
2015-06-01,07H,2425.0,88,5681.87104,6139.92
2015-06-01,97R,7970.0,277,18633.72605,20139.210000000003
2018-03-01,02A,2505.0,77,5608.63298,6045.420000000001
2021-11-01,01Y,1245.0,43,2763.79144,2961.1400000000003
2021-11-01,27D,6200.0,205,12565.70934,13465.809999999998
2021-11-01,72Q,19955.0,602,42810.12773000001,45631.26
2021-11-01,M2L0M,3090.0,88,6751.859380000001,7236.360000000001
2017-10-01,02A,2745.0,91,6129.0842600000005,6624.58
2017-06-01,D4U1Y,4095.0,127,9147.31559,9882.619999999999
2018-01-01,00Y,1330.0,43,2975.85343,3209.7300000000005
2017-03-01,01V,6600.0,222,14752.24122,15927.939999999999
2017-03-01,78H,1340.0,43,2994.74129,3233.87
2018-02-01,36J,10230.0,311,22922.091620000003,24688.410000000003
2021-09-01,W2U3Z,41515.0,1247,84995.21781,91092.39
2021-09-01,00R,665.0,21,1495.30327,1603.0600000000002
2021-09-01,06L,7100.0,200,14037.01359,15053.16
2021-09-01,15F,5965.0,152,13404.46849,14373.799999999997
2021-09-01,70F,7335.0,203,16396.24668,17582.329999999998
2017-05-01,02A,2965.0,92,6629.48599,7155.53
2017-05-01,00P,2515.0,89,5624.30026,6069.5599999999995
2017-04-01,03F,4360.0,138,9756.044679999999,10522.140000000001
2017-04-01,05D,875.0,23,1957.80294,2111.66
2016-10-01,00R,1245.0,38,2782.2151700000004,3004.59
2017-01-01,D4U1Y,3645.0,117,8155.9227599999995,8796.59
2017-01-01,14Y,975.0,33,2181.57722,2353.0
2018-11-01,05W,1995.0,62,4469.15329,4814.58
2018-04-01,02M,1095.0,43,2454.12623,2642.62
2021-07-01,72Q,21430.0,647,45631.89537999997,48915.81000000001
2021-07-01,03Q,3050.0,89,6723.55043,7208.62
2020-06-01,03R,640.0,15,1273.67926,1370.77
2016-06-01,06Q,6500.0,208,14539.89464,15686.68
2016-06-01,01K,3625.0,127,8110.26392,8748.380000000001
2016-06-01,15F,7015.0,211,15694.003219999999,16929.579999999998
2015-08-01,92A,6955.0,213,16742.35941,18087.880000000005
2020-12-01,D9Y0V,12485.0,395,27158.281200000005,29192.870000000003
2020-12-01,07H,1155.0,39,2593.8843899999997,2787.38
2020-12-01,92G,3200.0,90,6809.805850000001,7320.84
2015-04-01,02P,1760.0,59,3929.9689200000003,4247.460000000001
2020-09-01,04V,9405.0,283,18626.080899999997,20051.170000000002
2016-02-01,03F,3595.0,114,8033.811320000001,8675.949999999999
2016-05-01,00P,1920.0,64,4291.58815,4633.580000000001
2016-05-01,11N,10570.0,334,23621.55597,25508.859999999997
2015-05-01,15N,24405.0,769,61079.792149999994,65992.66000000002
2016-09-01,01F,6500.0,213,14534.91407,15686.670000000002
2020-04-01,03W,8080.0,239,18050.65183,19412.86
2015-02-01,91Q,14350.0,474,33674.38181999999,36363.200000000004
2020-12-01,03H,275.0,10,617.59795,663.6600000000001
2016-04-01,13T,5545.0,175,12389.59343,13381.91
2019-09-01,05G,2435.0,70,5447.62411,5865.6
2019-04-01,04Y,705.0,22,1530.6707299999998,1647.1
2018-05-01,99G,600.0,19,1344.36694,1447.99
2016-11-01,01T,4750.0,157,10623.46655,11463.33
2016-01-01,12F,7205.0,247,16099.997819999999,17388.010000000002
2016-01-01,15F,6835.0,204,15270.880419999998,16495.160000000003
2016-01-01,11M,4010.0,140,8961.25419,9677.440000000002
2015-10-01,00Q,3335.0,111,7438.568450000001,8048.450000000001
2015-10-01,03R,1520.0,44,3389.6367499999997,3668.2599999999998
2015-07-01,52R,8115.0,241,18878.294629999997,20414.89
2020-05-01,02P,1895.0,51,3844.50296,4135.240000000001
2018-09-01,15M,4915.0,141,10189.814049999999,10978.24
2019-07-01,99G,605.0,22,1348.09273,1449.1899999999998
2019-06-01,02E,3785.0,101,8436.84435,9076.54
2019-06-01,05W,2395.0,72,5373.940129999999,5779.919999999999
2018-07-01,01X,17405.0,573,33516.40632,36069.0
2018-07-01,70F,8070.0,230,18081.923369999997,19464.730000000003
2018-07-01,00R,735.0,27,1648.3037599999998,1773.7900000000002
2019-12-01,05V,815.0,27,1744.59732,1876.3600000000001
2019-05-01,78H,1535.0,49,3289.5380800000003,3541.5699999999997
2017-12-01,84H,10540.0,369,23519.61447,25367.690000000002
2021-10-01,04C,8830.0,263,17323.36689,18583.91
2019-11-01,01F,4350.0,141,9747.396949999998,10483.500000000002
2019-11-01,06Q,3465.0,100,6844.820349999999,7363.07
2016-08-01,A3A8R,9460.0,312,21163.665829999998,22830.190000000002
2016-08-01,93C,5045.0,163,11285.37232,12175.230000000001
2020-02-01,99G,525.0,18,1180.23925,1266.9900000000002
2021-12-01,16C,15225.0,493,34270.28302,36699.549999999996
2020-03-01,99A,22515.0,752,49615.57632,53385.91
2020-03-01,06K,3475.0,112,7167.349249999999,7713.009999999999
2020-03-01,11X,2095.0,66,4405.77303,4741.0
2022-01-01,05Q,1045.0,34,2253.6014600000003,2407.8999999999996
2022-01-01,03L,1440.0,43,3242.24284,3464.3199999999997
2022-01-01,01H,2695.0,93,6053.512479999999,6467.73
2022-01-01,11J,1335.0,46,2915.5625199999995,3115.0
2019-03-01,01Y,855.0,32,1898.44289,2041.69
2017-02-01,01T,5120.0,165,11459.976180000001,12356.24
2017-02-01,03F,4745.0,149,10620.439040000001,11451.27
2017-02-01,06T,5155.0,152,11538.85027,12440.73
2017-02-01,14Y,1215.0,36,2719.6847,2932.2
2016-12-01,M1J4Y,8155.0,238,18224.47587,19680.73
2020-08-01,D4U1Y,3810.0,124,8532.815920000001,9173.08
2020-08-01,03W,6910.0,198,15438.433679999998,16600.11
2020-08-01,06K,3350.0,94,6955.243830000001,7478.309999999999
2020-11-01,00Q,3030.0,97,6805.217930000001,7312.369999999999
2021-08-01,12F,12175.0,394,23451.440459999998,25116.14
2021-08-01,06N,6055.0,176,11770.96667,12607.22
2021-08-01,06Q,2775.0,79,5540.39523,5934.969999999999
2017-11-01,03N,6405.0,197,14313.07239,15446.56
2015-09-01,03W,5485.0,167,13547.83696,14648.890000000003
2018-12-01,01E,3330.0,106,7463.25057,8036.4
2018-12-01,04Y,705.0,23,1514.2725599999999,1630.81
2018-12-01,15F,5720.0,174,12818.74757,13804.310000000001
2021-04-01,03L,1710.0,62,3845.8514499999997,4126.81
2020-07-01,84H,11075.0,390,24612.771029999996,26481.420000000002
2018-06-01,52R,10530.0,314,23404.33187,25205.989999999998
2018-06-01,02T,2460.0,71,5511.64703,5936.79
2018-06-01,02Y,3215.0,93,7193.00572,7748.000000000001
2021-05-01,W2U3Z,36805.0,1105,75125.33263999998,80599.86000000003
2021-05-01,36J,5275.0,165,11855.366139999998,12719.5
2015-06-01,91Q,17100.0,565,39586.39907,42788.43000000001
2018-03-01,10Q,6645.0,206,13883.456970000001,14963.25
2021-11-01,07K,7940.0,244,16224.6955,17389.86
2021-11-01,78H,1605.0,47,3205.0688200000004,3435.3799999999997
2021-02-01,02T,755.0,25,1697.69723,1822.0600000000002
2021-02-01,00P,1790.0,55,4024.74831,4319.860000000001
2021-02-01,05W,2115.0,62,4684.95372,5028.16
2021-02-01,15E,6415.0,202,14365.067050000001,15416.350000000002
2017-03-01,03L,2620.0,88,5855.904680000001,6322.93
2018-02-01,D4U1Y,3395.0,109,7607.741810000001,8193.24
2017-08-01,03W,6215.0,191,13898.47518,14998.869999999999
2016-03-01,00V,1475.0,42,3294.81011,3559.67
2016-03-01,01X,13590.0,474,30367.41326,32797.09
2021-09-01,05G,2220.0,65,4894.74431,5249.0
2021-09-01,02M,1040.0,34,2295.48077,2460.99
2017-05-01,00Q,2730.0,94,6106.0381099999995,6588.360000000001
2015-01-01,B2M3M,2770.0,93,6186.41096,6684.93
2017-04-01,00L,4405.0,160,9859.959770000001,10630.69
2016-10-01,01A,5755.0,202,12863.19944,13888.71
2018-10-01,07H,1355.0,46,3022.4203500000003,3259.2000000000007
2017-01-01,00Y,1310.0,50,2932.14417,3161.4700000000003
2017-01-01,10R,845.0,30,1891.2384899999997,2039.2499999999998
2017-09-01,84H,11065.0,387,24732.796850000006,26703.5
2017-09-01,42D,4890.0,139,10926.567280000001,11801.170000000002
2015-11-01,02E,3065.0,86,6841.491190000001,7396.89
2015-11-01,01Y,4925.0,169,10995.901429999998,11885.690000000002
2015-11-01,02G,5525.0,177,12334.87781,13333.630000000001
2015-11-01,99E,1140.0,33,2544.19114,2751.2000000000003
2018-04-01,05D,980.0,25,2195.37716,2365.0600000000004
2019-08-01,26A,4645.0,135,10313.812880000001,11106.77
2019-08-01,15C,2565.0,77,5242.247300000001,5643.59
2021-07-01,00X,1745.0,57,3878.60346,4156.95
2021-07-01,00T,1775.0,56,3848.03785,4124.400000000001
2020-06-01,01J,8470.0,351,16507.33631,17745.81
2020-06-01,11N,11275.0,351,22765.05254,24497.159999999996
2016-06-01,97R,8420.0,299,18839.914650000002,20320.18
2015-08-01,06L,9680.0,279,30177.900960000003,32613.850000000002
2020-12-01,X2C4Y,2035.0,62,4568.398789999999,4911.13
2020-12-01,71E,7365.0,216,16451.28288,17687.32
2015-04-01,05D,1230.0,34,2746.44761,2968.41
2016-07-01,02T,4220.0,138,9440.499629999998,10184.21
2016-07-01,03K,1290.0,38,2884.7993799999995,3113.2
2016-07-01,D2P2L,8880.0,283,19866.178880000007,21430.330000000005
2016-02-01,14L,6410.0,223,14327.631679999999,15469.470000000001
2016-02-01,03K,870.0,24,1943.8830699999999,2099.6000000000004
2015-03-01,D4U1Y,3130.0,102,7278.16626,7866.83
2017-07-01,18C,2775.0,83,6198.03181,6697.03
2017-07-01,11J,1690.0,55,3775.4040000000005,4078.5299999999997
2017-07-01,99A,24285.0,789,54124.47665,58468.310000000005
2016-05-01,B2M3M,4065.0,133,9085.812929999998,9810.210000000001
2016-05-01,18C,2480.0,71,5541.73897,5985.07
2016-05-01,04V,5445.0,176,12169.833599999998,13140.660000000002
2016-05-01,15A,3420.0,124,7644.727470000002,8253.61
2020-04-01,15N,34930.0,1054,69480.00891,74715.63000000002
2020-04-01,10Q,8080.0,244,16259.437860000002,17485.23
2015-02-01,99F,405.0,11,904.98466,977.4
2015-02-01,05W,1600.0,48,3575.90623,3861.33
2018-05-01,00R,935.0,29,2094.68172,2256.46
2018-05-01,06H,2415.0,70,5408.46771,5828.2
2016-11-01,02P,2370.0,79,5299.57063,5719.58
2016-01-01,07H,2740.0,91,6122.869609999999,6612.52
2016-01-01,W2U3Z,32160.0,1025,71858.30880000012,77611.61000000002
2015-10-01,01A,6350.0,218,14164.00849,15324.630000000001
2015-10-01,02X,2690.0,88,5998.84788,6491.85
2015-07-01,01Y,4245.0,146,9475.76297,10244.59
2015-07-01,00Q,2945.0,104,6840.51079,7394.9400000000005
2015-07-01,06K,2410.0,77,5379.00654,5816.120000000001
2015-07-01,10R,725.0,24,1618.2924600000001,1749.66
2019-10-01,91Q,19310.0,605,42041.49664,45236.73000000001
2020-05-01,03H,235.0,8,527.4177099999999,567.1300000000001
2018-09-01,01V,6920.0,225,15434.50197,16624.24
2018-09-01,01J,9600.0,394,19020.383909999997,20471.079999999998
2018-09-01,A3A8R,8390.0,257,18752.4778,20200.800000000007
2019-07-01,00N,940.0,28,2109.39895,2268.53
2019-06-01,01Y,1430.0,50,3189.11445,3429.35
2018-07-01,06H,2605.0,69,5819.68266,6265.02
2019-05-01,01W,1220.0,32,2533.39171,2727.05
2019-05-01,11J,1375.0,44,3067.65958,3302.04
2017-12-01,99E,1290.0,34,2885.1462,3113.2
2021-10-01,04V,8045.0,245,15808.782280000001,16959.1
2021-10-01,03L,1460.0,43,3263.95571,3501.75
2021-10-01,10R,425.0,17,949.93966,1018.4300000000001
2021-03-01,03W,6715.0,195,14945.393,16057.130000000001
2020-02-01,05V,630.0,22,1331.47919,1429.8900000000003
2021-12-01,03N,5200.0,152,11399.10886,12207.21
2022-01-01,04V,8345.0,252,16523.596149999998,17655.96
