month,pct,quantity_of_plasters,rx_items,actual_cost,net_cost
2020-05-01,D4U1Y,3820.0,111,8561.61561,9208.09
2019-07-01,B2M3M,3195.0,98,6735.683820000001,7243.63
2019-07-01,06H,1655.0,53,3713.96915,3994.0600000000004
2018-07-01,B2M3M,3935.0,129,8275.56955,8906.42
2018-07-01,02P,2230.0,68,4999.84618,5381.7300000000005
2019-05-01,01H,2165.0,69,4783.707699999999,5148.82
2017-12-01,01H,2175.0,75,4866.42539,5248.9800000000005
2017-12-01,42D,4465.0,142,9947.898519999999,10732.06
2021-10-01,06N,5805.0,175,11252.15971,12069.05
2021-03-01,00L,1605.0,49,3605.34446,3873.3900000000003
2021-03-01,15E,6685.0,216,14887.31883,15991.930000000002
2019-11-01,M2L0M,2635.0,76,5841.3086299999995,6283.109999999999
2016-08-01,02P,2110.0,75,4719.4147299999995,5092.110000000001
2016-08-01,26A,2945.0,90,6585.68972,7107.25
2016-08-01,06T,5125.0,168,11462.986109999998,12368.34
2020-02-01,01D,1295.0,42,2903.96881,3118.01
2021-12-01,14L,4710.0,152,10302.31506,11031.91
2021-12-01,27D,5811.0,203,11615.177749999999,12436.49
2020-03-01,B2M3M,4090.0,128,8467.00638,9112.15
2019-03-01,99A,20735.0,699,45952.50131000001,49434.04000000001
2017-02-01,36J,11960.0,386,26771.577459999993,28863.439999999995
2019-02-01,91Q,18320.0,573,40018.416900000004,43079.11000000001
2015-12-01,03L,1680.0,61,3746.41111,4054.39
2015-12-01,A3A8R,7590.0,248,16925.04034,18317.200000000008
2020-08-01,M2L0M,1970.0,63,4334.991260000001,4660.139999999999
2020-11-01,10R,320.0,12,718.6878,772.27
2020-11-01,05W,2310.0,72,5138.737050000001,5522.29
2017-11-01,00R,1100.0,36,2460.11722,2654.66
2017-11-01,99C,3425.0,104,7659.11373,8265.64
2017-11-01,07H,1955.0,70,4372.64127,4718.07
2017-11-01,15C,2535.0,70,5648.718850000001,6096.08
2021-04-01,02E,2845.0,75,6355.7252499999995,6822.5
2021-04-01,72Q,21515.0,624,45897.97134999999,49043.15
2021-04-01,B2M3M,3810.0,117,7942.893699999999,8525.09
2020-01-01,99E,955.0,23,2052.4644200000002,2206.9900000000002
2020-07-01,A3A8R,7735.0,241,17296.417319999997,18612.880000000005
2020-07-01,16C,14610.0,481,32700.222400000002,35188.18
2018-06-01,26A,3955.0,119,8841.46859,9522.99
2021-06-01,02P,1630.0,45,3185.09511,3419.6899999999996
2021-06-01,36L,15935.0,516,35251.40976,37837.41
2021-06-01,91Q,16700.0,529,33776.94071,36259.11
2021-05-01,01F,3685.0,112,8244.09383,8844.26
2015-06-01,03K,330.0,10,736.5841500000001,796.4000000000001
2018-03-01,01H,1895.0,65,4242.9292000000005,4573.25
2017-10-01,99A,23185.0,755,51397.727169999984,55551.240000000005
2017-10-01,02Y,2990.0,88,6674.31215,7215.86
2017-10-01,10Q,6730.0,203,14574.645919999997,15754.85
2021-02-01,84H,8340.0,293,18320.630400000002,19658.35
2021-02-01,03R,290.0,11,591.49075,634.7
2018-01-01,02H,1015.0,31,2271.20824,2449.52
2017-03-01,92A,8685.0,268,19410.421069999997,20959.75
2018-02-01,02M,975.0,43,2185.74564,2353.0299999999997
2016-03-01,00R,1475.0,50,3296.27229,3559.63
2016-03-01,18C,2590.0,75,5785.39776,6250.52
2017-05-01,07H,2125.0,82,4752.74163,5128.320000000001
2017-05-01,26A,4145.0,121,9266.82087,10003.24
2017-05-01,05V,950.0,34,2124.6744900000003,2292.65
2017-05-01,97R,8485.0,282,18973.70202,20477.1
2016-10-01,D2P2L,10510.0,334,23487.286429999993,25364.070000000007
2021-01-01,05D,735.0,16,1630.9981400000001,1752.08
2017-01-01,02Q,715.0,21,1599.4663600000001,1725.5300000000002
2017-09-01,00X,3035.0,108,6784.6582,7324.42
2017-09-01,13T,6730.0,208,15011.411680000001,16209.150000000001
2018-11-01,06T,4475.0,133,9387.72365,10115.48
2015-11-01,84H,28020.0,932,62555.952029999986,67621.45999999999
2015-11-01,70F,10680.0,334,23840.94109,25774.39
2019-08-01,36J,7540.0,229,16899.823579999997,18196.550000000003
2019-08-01,13T,4400.0,140,9834.257430000001,10586.12
2019-08-01,14Y,1745.0,54,3881.35776,4178.7
2020-06-01,06L,7160.0,198,14022.105019999999,15091.18
2016-06-01,04C,6635.0,199,15000.02683,16012.47
2020-12-01,A3A8R,7270.0,230,16282.68764,17501.530000000006
2018-08-01,70F,8305.0,247,18569.9502,20010.13
2018-08-01,99C,3055.0,96,6833.313700000001,7361.85
2016-07-01,06L,9055.0,262,20250.947289999996,21852.75
2020-09-01,07G,455.0,15,939.29994,1011.19
2015-03-01,00P,1320.0,54,2948.67142,3185.6099999999997
2016-05-01,01X,13650.0,474,30513.60448,32941.98
2016-09-01,99E,1080.0,29,2414.0632600000004,2606.4
2020-04-01,D9Y0V,13215.0,417,28773.10022,30940.119999999995
2020-04-01,01K,2435.0,83,5434.514649999999,5843.89
2020-04-01,03N,4475.0,139,9982.725869999998,10734.509999999998
2015-02-01,15A,1290.0,44,3285.1311100000003,3547.6099999999997
2016-04-01,36L,23280.0,774,52024.77889999999,56182.19
2019-09-01,04Y,690.0,20,1465.89683,1578.32
2018-05-01,B2M3M,3805.0,123,8146.6935300000005,8777.31
2016-11-01,06K,3450.0,113,7715.653190000001,8325.98
2016-11-01,92G,3970.0,124,8878.058999999997,9580.93
2016-11-01,91Q,19530.0,616,43754.43577,47132.380000000005
2016-01-01,04Y,570.0,19,1273.71214,1375.5900000000001
2015-10-01,00P,1965.0,75,4382.87865,4742.21
2015-07-01,02H,1205.0,40,2689.53114,2908.07
2015-07-01,91Q,17260.0,584,40339.09874999998,43603.23
2019-10-01,09D,2745.0,83,6153.60598,6624.61
2019-10-01,03L,2960.0,102,6636.951950000001,7143.5
2019-10-01,15C,2895.0,87,5902.32241,6353.12
2018-09-01,04V,8910.0,282,19920.07934,21459.38
2019-07-01,01J,10210.0,436,19999.13241,21483.460000000003
2019-07-01,07H,890.0,30,1997.4280500000002,2147.8599999999997
2019-06-01,70F,7925.0,233,17704.357850000004,19044.19
2019-01-01,15N,36120.0,1135,73619.80465,79288.9
2019-01-01,12F,13845.0,479,26883.067049999998,28945.53
2018-07-01,84H,10020.0,359,22413.11705,24116.42
2018-07-01,09D,3000.0,92,6726.42444,7239.99
2019-05-01,11M,4890.0,161,10881.328490000002,11712.52
2017-12-01,D9Y0V,24275.0,778,54226.91005999999,58496.75999999999
2021-10-01,15A,12025.0,355,25183.043489999996,27016.629999999997
2021-10-01,11X,2500.0,75,5469.65821,5866.810000000001
2021-03-01,00Y,1005.0,29,2117.6550100000004,2275.17
2021-03-01,11J,1620.0,52,3576.8371100000004,3842.62
2019-11-01,01V,5540.0,170,12389.58997,13326.41
2019-11-01,42D,4490.0,134,10012.23479,10770.69
2016-08-01,D4U1Y,3785.0,128,8466.71452,9134.46
2020-02-01,15M,4180.0,120,8426.14298,9048.82
2021-12-01,99G,320.0,10,721.10603,772.2700000000001
2021-12-01,07H,1220.0,45,2706.0181300000004,2897.1800000000003
2021-12-01,36L,16825.0,555,37284.228500000005,39921.91
2022-01-01,52R,7830.0,205,16837.017469999995,17993.2
2019-03-01,06T,4265.0,142,8824.297040000001,9492.810000000001
2016-12-01,01G,1030.0,34,2302.17929,2485.71
2016-12-01,78H,1275.0,38,2849.15744,3077.0
2016-12-01,70F,12075.0,354,26985.07982,29140.940000000002
2016-12-01,15A,4840.0,163,10817.42956,11680.539999999999
2020-10-01,92G,2775.0,82,5972.9266800000005,6432.73
2015-12-01,03K,720.0,20,1604.96688,1737.6
2015-12-01,03H,370.0,15,825.4588200000001,892.94
2020-08-01,01J,8215.0,335,15809.139399999996,16980.190000000002
2020-08-01,01D,1310.0,45,2941.2564699999994,3161.45
2020-08-01,05W,2225.0,67,4886.91247,5253.83
2020-11-01,11X,2070.0,65,4426.57206,4756.67
2021-08-01,02G,4355.0,139,9717.850030000001,10408.7
2021-08-01,03H,310.0,10,698.4168400000001,748.1300000000001
2021-08-01,05D,745.0,17,1647.7877,1765.35
2021-08-01,03K,810.0,26,1804.64584,1933.0800000000002
2017-11-01,02G,6195.0,190,13852.867200000002,14950.56
2017-11-01,07G,540.0,19,1207.62991,1303.21
2021-04-01,05D,685.0,15,1509.66968,1620.55
2021-04-01,11M,4590.0,153,9496.255729999999,10190.269999999999
2018-06-01,03W,6075.0,175,13591.842270000001,14639.259999999998
2018-06-01,01F,7685.0,263,17212.302789999998,18535.59
2018-06-01,01G,1085.0,33,2431.23653,2618.46
2021-06-01,15C,2715.0,78,5606.3847000000005,6018.24
2021-05-01,02Q,1330.0,40,2788.90473,2992.5299999999997
2015-06-01,36J,10195.0,336,24626.711299999995,26617.289999999994
2015-06-01,D2P2L,8105.0,277,18742.760329999994,20256.700000000004
2015-06-01,03W,4525.0,131,10101.97063,10920.3
2018-03-01,00Q,2910.0,107,6517.68045,7022.9
2018-03-01,04V,7445.0,243,16608.29481,17902.15
2021-11-01,04V,8090.0,245,15950.60919,17094.859999999997
2021-11-01,00X,1730.0,56,3845.46122,4120.75
2021-02-01,02Q,975.0,29,2055.50372,2206.3900000000003
2017-06-01,14L,5020.0,169,11213.98447,12114.96
2017-06-01,02A,2900.0,89,6477.60664,6998.66
2017-06-01,X2C4Y,4535.0,142,10129.71386,10944.470000000001
2017-06-01,11N,11305.0,362,25250.862200000003,27282.7
2018-01-01,05G,2345.0,67,5246.28498,5659.26
2018-01-01,00X,2595.0,92,5808.9409399999995,6262.54
2018-01-01,00L,4065.0,141,9087.150699999998,9799.3
2017-03-01,B2M3M,4930.0,150,11017.509810000003,11897.73
2018-02-01,11M,4085.0,131,9112.411499999998,9813.16
2017-08-01,02X,3175.0,97,7100.4935399999995,7662.31
2017-08-01,15F,7725.0,225,17276.02624,18643.059999999998
2021-09-01,02E,3270.0,96,7349.234979999999,7880.72
2021-09-01,02P,1750.0,52,3408.48999,3654.99
2017-05-01,02T,4915.0,156,10989.925009999999,11861.510000000002
2017-04-01,99A,21515.0,709,48154.65281,51922.81999999999
2017-04-01,03H,400.0,14,895.4528300000001,965.3300000000002
2017-04-01,15F,7435.0,221,16639.10675,17943.16
2017-04-01,15A,4830.0,169,10810.71772,11656.400000000001
2016-10-01,01G,920.0,28,2055.90723,2220.25
2021-01-01,07H,990.0,31,2224.78703,2389.1899999999996
2018-10-01,03Q,3085.0,77,6872.69197,7412.53
2017-01-01,07G,555.0,18,1241.62853,1339.4
2017-01-01,71E,12275.0,367,27456.48706,29623.660000000003
2017-01-01,03W,5055.0,164,11309.657910000002,12199.390000000001
2017-09-01,01D,1390.0,48,3107.38348,3354.51
2017-09-01,93C,4355.0,133,9732.624160000001,10510.04
2018-11-01,02T,1455.0,41,3258.6697699999995,3511.39
2019-08-01,10R,330.0,13,740.0665899999999,796.4
2021-07-01,02E,3590.0,95,8030.07712,8609.56
2016-06-01,00P,2150.0,78,4810.99304,5188.67
2016-06-01,02Y,4265.0,135,9540.07475,10292.83
2015-08-01,14L,5555.0,177,12610.977550000001,13623.22
2018-08-01,26A,3675.0,110,8210.355239999999,8847.27
2018-08-01,42D,4255.0,122,9519.60367,10257.86
2015-04-01,00Q,2975.0,106,6645.205599999999,7179.610000000001
2016-07-01,09D,5915.0,187,13231.540680000002,14274.880000000001
2016-07-01,01K,3545.0,128,7931.16609,8555.300000000001
2016-07-01,13T,6300.0,198,14093.207970000001,15203.970000000001
2020-09-01,26A,5325.0,158,11892.27929,12803.939999999999
2016-02-01,03Q,3040.0,83,6792.16492,7336.52
2016-02-01,15N,25180.0,776,56256.93062,60751.630000000005
2016-02-01,10Q,4155.0,145,9285.33701,10027.48
2015-03-01,92G,2660.0,88,5938.8258000000005,6419.469999999999
2017-07-01,15A,5725.0,189,12788.816599999998,13816.36
2017-07-01,09D,4700.0,137,10498.38362,11342.650000000001
2017-07-01,02P,2470.0,73,5517.32053,5960.92
2016-05-01,84H,23360.0,800,52217.03212,56375.36
2016-05-01,70F,10125.0,327,22628.960799999997,24434.95
2016-05-01,00R,1090.0,38,2436.58511,2630.51
2015-05-01,05G,1230.0,41,2747.5295300000002,2968.4000000000005
2020-04-01,01H,2285.0,76,5067.858329999999,5449.3099999999995
2019-09-01,04V,8685.0,276,17013.890190000002,18317.22
2019-09-01,06H,2185.0,68,4897.4532,5273.12
2019-09-01,15F,5735.0,161,12855.552090000001,13840.46
2019-04-01,07H,1270.0,44,2848.75853,3064.92
2019-04-01,15A,7815.0,248,15791.42264,16990.44
2018-05-01,D9Y0V,21130.0,673,47306.757620000004,50940.69
2018-05-01,99A,22951.0,785,51038.15147,54976.87
2016-11-01,72Q,50615.0,1620,113204.10875000001,122150.73000000001
2016-12-01,00R,1025.0,37,2291.17086,2473.6700000000005
2015-10-01,99G,600.0,14,1337.79021,1448.0
2015-07-01,11M,4785.0,166,10681.73804,11547.74
2018-09-01,05Q,1175.0,40,2501.6186,2694.49
2019-07-01,05V,920.0,33,1937.1791099999998,2082.71
2019-07-01,X2C4Y,2380.0,81,5341.29841,5743.74
2019-06-01,26A,3800.0,116,8463.87169,9105.5
2019-01-01,04V,9180.0,287,18195.678219999998,19596.899999999998
2019-01-01,02E,3705.0,96,8286.99078,8926.92
2019-01-01,06H,2220.0,63,4973.93852,5357.599999999999
2018-07-01,03N,4730.0,148,10565.2589,11371.61
2018-07-01,11M,4800.0,146,10691.70893,11507.95
2018-07-01,11X,3050.0,94,6519.11764,7016.76
2019-05-01,03H,205.0,7,459.70903,494.73
2017-12-01,02E,3720.0,90,8320.59246,8977.6
2017-12-01,01W,1350.0,43,2960.06579,3192.84
2017-12-01,03H,560.0,18,1242.93977,1340.6100000000001
2021-10-01,W2U3Z,38035.0,1125,77511.24251000001,83153.72
2021-10-01,02H,930.0,32,2065.4651799999997,2215.4399999999996
2021-10-01,03N,4770.0,132,10447.49945,11207.5
2021-03-01,02M,1055.0,31,2339.49528,2513.48
2021-03-01,15A,12005.0,370,24798.50858,26640.769999999997
2019-11-01,10R,415.0,14,921.25334,990.6800000000001
2016-08-01,06L,9885.0,270,22103.98485,23855.79
2020-02-01,15A,10045.0,315,20041.159829999997,21523.309999999998
2020-02-01,A3A8R,8205.0,250,18408.072890000003,19768.850000000006
2021-12-01,02M,1115.0,35,2461.6914100000004,2636.56
2020-03-01,05Q,1510.0,44,3214.55185,3459.51
2020-03-01,01E,3730.0,122,8346.48357,8979.98
2019-03-01,M2L0M,3395.0,98,7614.32352,8193.25
2019-03-01,15M,5020.0,140,10092.389759999998,10860.599999999999
2019-03-01,00V,1220.0,37,2705.97508,2911.6800000000003
2016-12-01,15M,7400.0,215,16535.696640000002,17858.67
2016-12-01,11J,1845.0,59,4123.64913,4452.62
2020-10-01,01K,2460.0,84,5483.17754,5904.2300000000005
2020-10-01,97R,4245.0,141,9504.21745,10233.78
2019-02-01,01V,5550.0,196,12414.39271,13361.400000000001
2019-02-01,26A,3950.0,116,8843.60045,9521.8
2019-02-01,00Y,940.0,33,2107.60207,2268.52
2015-12-01,X2C4Y,4995.0,194,11141.856090000001,12054.690000000002
2020-08-01,11N,11160.0,351,22447.899289999994,24134.56
2021-08-01,03F,1860.0,53,4190.32356,4488.79
2017-11-01,01W,1440.0,36,3099.32212,3344.87
2015-09-01,00V,1630.0,50,4441.43635,4802.530000000001
2018-12-01,09D,3020.0,95,6766.904579999999,7288.26
2018-12-01,03H,275.0,9,616.3052899999999,663.67
2018-12-01,13T,5420.0,177,12127.024469999998,13058.580000000002
2020-01-01,26A,4405.0,128,9825.62786,10565.569999999998
2020-07-01,00P,2160.0,86,4846.3338,5212.82
2018-06-01,02G,5250.0,168,11764.317400000004,12669.97
2018-06-01,00P,2315.0,76,5187.89531,5586.860000000001
2018-06-01,01K,1990.0,72,4460.10156,4802.530000000001
2018-06-01,06Q,3930.0,124,7956.35555,8568.58
2021-06-01,02M,980.0,32,2147.50191,2305.33
2018-03-01,07H,2330.0,69,5140.40913,5541.61
2021-11-01,05D,625.0,14,1376.70734,1475.75
2021-11-01,03R,310.0,10,616.9948899999999,661.25
2021-11-01,15A,13340.0,398,28125.390640000005,30144.92
2021-11-01,15M,3395.0,105,6750.168980000002,7233.959999999999
2021-02-01,02M,855.0,30,1872.23629,2009.0900000000001
2021-02-01,01D,1110.0,45,2497.51322,2678.79
2021-02-01,06Q,2670.0,72,5274.25858,5661.68
2017-06-01,71E,14430.0,422,32223.778400000003,34824.38
2017-03-01,01H,2680.0,95,5989.763919999999,6467.76
2018-02-01,M2L0M,3805.0,110,8525.488539999998,9182.720000000001
2017-08-01,91Q,19795.0,651,44203.67028999998,47701.359999999986
2021-09-01,02X,2995.0,92,6634.3495299999995,7113.9
2017-05-01,01F,5845.0,193,13069.997410000004,14105.920000000002
2017-05-01,01W,1260.0,41,2797.8665199999996,3019.08
2017-05-01,02X,3085.0,95,6897.427070000001,7445.14
2015-01-01,03Q,3185.0,90,7111.169110000001,7686.46
2017-04-01,02G,5635.0,180,12610.95643,13599.109999999999
2017-04-01,99E,1090.0,27,2438.79796,2630.54
2016-10-01,15A,5490.0,172,12267.664519999998,13249.23
2021-01-01,00V,855.0,24,1921.1082099999999,2063.4
2021-01-01,14L,4300.0,142,9318.38311,10006.250000000002
2021-01-01,84H,8870.0,303,19665.25967,21116.629999999997
2018-10-01,03W,6635.0,190,14846.08699,16012.45
2017-01-01,03F,4455.0,135,9966.48073,10751.420000000002
2017-09-01,03W,6355.0,197,14202.355860000001,15336.750000000004
2018-11-01,04Y,695.0,24,1491.28096,1606.68
2015-11-01,03R,1215.0,36,2712.28242,2932.2
2015-11-01,07H,3130.0,108,6988.6502599999985,7553.71
2018-04-01,01W,1215.0,32,2577.7385900000004,2776.53
2019-08-01,06L,7985.0,219,15766.85392,16978.989999999998
2021-07-01,01G,1045.0,32,2352.61193,2521.92
2021-07-01,71E,7325.0,223,16360.695629999998,17541.92
2016-06-01,01W,1625.0,50,3635.44848,3921.6499999999996
2016-06-01,00L,3950.0,134,8837.32147,9532.630000000001
2016-06-01,78H,1090.0,37,2438.42207,2630.5299999999997
2015-08-01,M2L0M,4960.0,147,11343.46276,12257.830000000002
2020-12-01,03L,1700.0,58,3816.827079999999,4102.68
2020-12-01,05G,2015.0,60,4472.938910000001,4808.56
2020-12-01,00R,680.0,19,1526.75688,1641.07
2020-12-01,06L,7890.0,223,15529.449520000002,16695.45
2015-04-01,06H,4530.0,151,10115.43736,10932.38
2020-09-01,11J,1235.0,44,2718.4192200000007,2926.16
2016-02-01,00Q,2950.0,108,6594.5959,7119.34
2017-07-01,11X,3645.0,126,8142.8197199999995,8796.59
2016-05-01,01J,7770.0,338,17381.98165,18751.57
2016-05-01,02M,1975.0,68,4413.75649,4766.32
2015-05-01,00T,2485.0,73,5728.18274,6188.92
2016-09-01,A3A8R,9745.0,330,21792.71125,23518.030000000006
2016-04-01,00Q,2815.0,99,6291.419160000001,6793.530000000001
2019-09-01,02M,1060.0,34,2375.91471,2558.12
2019-04-01,01X,15535.0,497,29777.027399999995,32033.91
2019-04-01,03N,5235.0,162,11732.92402,12622.97
2016-01-01,36L,21750.0,727,48600.71332000004,52489.83999999998
2015-10-01,01J,8030.0,330,17920.46917,19379.050000000003
2015-10-01,36J,11705.0,379,26103.606970000004,28248.040000000008
2015-10-01,04Y,660.0,23,1471.9342299999998,1592.7900000000002
2015-07-01,01X,12600.0,436,28124.418659999996,30407.89
2019-10-01,01K,2425.0,84,5396.9078500000005,5808.89
2018-09-01,01T,6235.0,199,13918.617180000001,14992.84
2018-09-01,15E,8025.0,261,17971.213450000003,19356.13
2018-09-01,99E,1140.0,29,2513.02095,2707.76
2018-09-01,05D,1025.0,24,2296.02518,2473.6600000000003
2019-06-01,03Q,2595.0,69,5791.38856,6230.0
2019-01-01,16C,15540.0,513,34813.64736,37492.32
2019-01-01,15E,9050.0,291,20271.66856,21829.780000000002
2018-07-01,05G,1880.0,56,4194.7564999999995,4515.34
2018-07-01,00P,2730.0,82,6120.94109,6588.390000000001
2019-05-01,M2L0M,2745.0,78,6143.7032,6613.74
2019-05-01,36L,17155.0,559,38114.492880000005,41020.58
2017-12-01,02X,2955.0,93,6610.10425,7131.390000000001
2017-12-01,04V,7345.0,237,16432.062960000003,17725.96
2021-03-01,02A,2050.0,61,4376.50716,4701.18
2021-03-01,00P,2010.0,64,4515.459790000001,4850.79
2021-03-01,02Y,1970.0,59,4404.576730000001,4732.540000000001
2016-08-01,00Y,1080.0,41,2416.0240400000002,2606.4
2016-08-01,01W,1570.0,44,3511.5874700000004,3788.9400000000005
2016-08-01,05W,2855.0,80,6385.16701,6890.06
2020-02-01,00V,840.0,25,1887.62126,2027.19
2020-02-01,02M,945.0,32,2123.7235200000005,2280.59
2020-02-01,10Q,7875.0,243,15864.44333,17037.539999999997
2021-12-01,00X,2080.0,71,4627.44725,4954.549999999999
2020-03-01,07H,1115.0,34,2500.70893,2690.85
2020-03-01,15M,5000.0,146,10067.22652,10834.08
2022-01-01,01J,7300.0,298,14081.6962,15032.64
2022-01-01,02A,1710.0,50,3723.03845,3978.38
2022-01-01,02H,1245.0,41,2766.2171200000003,2955.72
2019-03-01,A3A8R,8060.0,254,18027.942050000005,19397.190000000002
2019-03-01,02T,1085.0,37,2433.96631,2618.4700000000003
2019-03-01,06H,2515.0,70,5640.49485,6069.530000000001
2016-12-01,11N,11280.0,361,25208.7126,27222.37
2016-12-01,93C,4710.0,145,10533.22766,11366.820000000002
2020-10-01,15E,6600.0,213,14732.137040000003,15862.790000000003
2020-10-01,15F,6535.0,174,14634.442350000001,15760.25
2019-02-01,01D,775.0,34,1738.8287100000002,1870.3100000000004
2020-08-01,02M,840.0,29,1860.43597,2000.0400000000002
2017-11-01,06K,3020.0,93,6682.62226,7212.23
2015-09-01,99F,330.0,10,736.4251899999999,796.4000000000001
2018-12-01,02H,840.0,27,1862.07461,2005.4700000000003
2020-01-01,M2L0M,3030.0,90,6687.3207200000015,7189.29
2020-01-01,92A,6210.0,191,13924.593709999997,14970.52
2020-01-01,02A,2220.0,60,4750.65043,5107.83
2020-01-01,06L,7915.0,218,15589.55237,16763.02
2020-01-01,14Y,1695.0,50,3847.25399,4058.02
2020-07-01,99C,2075.0,62,4653.15461,5007.6500000000015
2018-06-01,06K,3635.0,105,7837.14217,8441.22
2021-05-01,92G,3150.0,92,6652.19513,7136.82
2021-11-01,99A,20335.0,691,44937.00875000001,48150.280000000006
2021-11-01,A3A8R,7395.0,223,16591.260570000002,17781.47
2017-10-01,15M,6740.0,201,14636.353370000003,15824.23
2021-02-01,06N,5550.0,164,10830.850279999999,11623.79
2021-02-01,12F,10660.0,343,20497.59618,21995.7
2017-06-01,01X,15345.0,526,33573.493259999996,36270.520000000004
2018-01-01,84H,11185.0,390,24950.5671,26902.620000000003
2018-01-01,42D,4485.0,138,10025.12342,10812.91
2018-01-01,00Q,2790.0,100,6245.74092,6733.17
2018-01-01,03H,405.0,14,906.55889,977.4000000000001
2017-03-01,06Q,6660.0,219,14885.395639999999,16072.83
2017-03-01,99E,1080.0,32,2413.37306,2606.4
2017-03-01,04V,6705.0,213,14985.74569,16181.45
2018-02-01,01A,4850.0,165,10858.933999999997,11693.760000000002
2018-02-01,78H,1400.0,45,3136.7392199999995,3378.6699999999996
2017-02-01,10R,875.0,28,1959.06289,2111.6600000000003
2016-03-01,01G,1150.0,31,2568.87396,2775.33
2016-03-01,03R,1525.0,44,3407.2676199999996,3680.3199999999997
2021-09-01,04Y,555.0,18,1198.62996,1285.1
2017-05-01,02H,1290.0,42,2884.23689,3113.1899999999996
2017-05-01,14Y,1325.0,42,2962.5050499999998,3197.6600000000003
2017-05-01,10Q,6105.0,186,13650.549170000004,14733.369999999999
2015-01-01,05W,1270.0,40,2836.6679000000004,3064.9300000000003
2017-04-01,93C,5210.0,155,11669.83695,12573.440000000002
2017-04-01,15N,30025.0,932,67191.44530999998,72460.33000000002
2018-10-01,18C,2056.0,62,4654.65745,5019.75
2018-10-01,00L,2380.0,84,5327.21176,5743.7300000000005
2017-01-01,06N,4450.0,139,9956.90484,10739.32
2017-09-01,04V,7275.0,225,16257.695240000001,17557.03
2017-09-01,11X,3505.0,111,7792.824590000001,8415.27
2018-11-01,02M,1095.0,39,2453.3016,2642.62
2019-08-01,03Q,2270.0,65,5047.10718,5434.82
2019-08-01,00Q,3265.0,115,7320.10883,7879.4800000000005
2020-06-01,W2U3Z,38270.0,1132,78126.81811,83925.39000000003
2020-06-01,52R,6810.0,197,14817.936410000002,15946.109999999997
2015-08-01,01E,5735.0,205,12814.034609999999,13840.4
2015-08-01,01H,2880.0,109,6434.848909999999,6950.410000000001
2015-08-01,00N,535.0,19,1195.28714,1291.13
2020-12-01,04C,10780.0,333,21123.01827,22705.28
2020-12-01,03N,5475.0,157,12241.73044,13158.71
2018-08-01,11N,12500.0,386,27846.190959999993,30003.729999999996
2018-08-01,02P,2280.0,65,5106.5983,5502.39
2015-04-01,02A,2140.0,73,4979.751389999999,5381.71
2015-04-01,03K,570.0,19,1272.33964,1375.6000000000001
2016-07-01,06H,3120.0,98,6978.426240000001,7529.599999999999
2016-07-01,07H,2665.0,94,5962.53635,6431.51
2020-09-01,03W,6775.0,200,15076.45024,16230.86
2020-09-01,06N,5670.0,171,11015.73715,11857.27
2016-02-01,04V,5010.0,165,11196.66665,12090.86
2015-03-01,02P,1835.0,57,4096.7955,4428.469999999999
2015-03-01,M2L0M,4870.0,145,10904.36069,11789.130000000001
2016-05-01,01E,5090.0,162,11377.759499999996,12283.84
2015-05-01,01H,2845.0,107,6356.4672900000005,6865.95
2015-05-01,03F,4455.0,147,11948.061590000001,12909.06
2015-05-01,78H,1655.0,53,3763.93944,4066.46
2015-05-01,05W,1470.0,46,3815.96252,4123.0
2015-05-01,10Q,4220.0,137,9626.168810000001,10401.48
2016-09-01,03N,5770.0,176,12900.938040000001,13924.920000000002
2016-09-01,04V,6385.0,204,14276.025989999998,15409.18
2020-04-01,07H,1160.0,36,2603.93858,2799.45
2015-02-01,D4U1Y,2530.0,86,5855.87787,6322.929999999999
2016-04-01,03W,5885.0,186,13306.98346,14202.470000000001
2019-09-01,02Q,1495.0,46,3189.56414,3434.17
2019-04-01,01T,5405.0,173,12073.652310000001,12989.760000000002
2018-05-01,05Q,1005.0,30,2124.92549,2289.65
2016-11-01,14L,5975.0,204,13364.030060000001,14419.66
2016-01-01,01E,5215.0,169,11654.715790000002,12585.470000000001
2016-01-01,99A,19880.0,673,44424.172500000015,47976.91
2016-01-01,00L,3300.0,116,7373.78504,7963.990000000001
2016-01-01,03L,1205.0,44,2692.3729400000007,2908.0699999999997
2015-10-01,18C,3075.0,93,6856.30257,7420.999999999999
2015-10-01,11X,1415.0,47,3155.4640200000003,3414.8599999999997
2015-07-01,97R,9000.0,303,21593.644679999998,23348.969999999998
2020-05-01,04C,9750.0,306,19225.76105,20677.48
2018-09-01,W2U3Z,40386.0,1151,90406.32397999999,96795.14000000001
2019-06-01,71E,11905.0,340,26633.98042,28654.700000000004
2019-06-01,03R,435.0,14,923.8385599999999,993.6899999999999
2019-06-01,14Y,1565.0,46,3470.8272800000004,3733.4400000000005
2019-01-01,00V,1065.0,32,2376.1423400000003,2559.34
2019-01-01,05V,1270.0,44,2664.7034999999996,2869.46
2018-07-01,05D,945.0,24,2108.45701,2269.74
2018-07-01,06T,4325.0,137,9114.57532,9809.57
2018-07-01,03L,3900.0,130,8735.4354,9401.16
2019-12-01,01F,4455.0,141,9968.214230000001,10718.810000000001
2019-12-01,00X,2765.0,89,6205.78121,6672.83
2019-05-01,01J,10620.0,462,20813.874069999998,22378.81
2019-05-01,03W,7090.0,218,15874.13438,17088.79
2019-05-01,M1J4Y,7830.0,226,16699.1075,17976.9
